Entity,Code,Day,total_vaccinations_per_hundred
Isle of Man,IMN,4/22/2021,79.87
Isle of Man,IMN,4/23/2021,80.49
Isle of Man,IMN,4/25/2021,81.92
Isle of Man,IMN,4/26/2021,82.61
Isle of Man,IMN,4/27/2021,83.27
Isle of Man,IMN,4/28/2021,84.32
Isle of Man,IMN,4/29/2021,85.4
Isle of Man,IMN,5/1/2021,85.41
Isle of Man,IMN,5/3/2021,85.47
Isle of Man,IMN,5/4/2021,86.4
Isle of Man,IMN,5/6/2021,88.22
Isle of Man,IMN,5/8/2021,88.25
Isle of Man,IMN,5/9/2021,89.12
Isle of Man,IMN,5/11/2021,89.85
Isle of Man,IMN,5/12/2021,90.53
Isle of Man,IMN,5/18/2021,92.22
Isle of Man,IMN,5/19/2021,93.26
Isle of Man,IMN,5/20/2021,94.5
Isle of Man,IMN,5/21/2021,95.76
Isle of Man,IMN,5/22/2021,96.26
Isle of Man,IMN,5/23/2021,97.8
Isle of Man,IMN,5/24/2021,98.59
Isle of Man,IMN,5/25/2021,101.1
Isle of Man,IMN,5/26/2021,101.97
Isle of Man,IMN,5/27/2021,102.87
Isle of Man,IMN,5/28/2021,104.76
Isle of Man,IMN,5/29/2021,105.26
Isle of Man,IMN,6/3/2021,105.52
Isle of Man,IMN,6/9/2021,105.59
Isle of Man,IMN,6/14/2021,106.64
Isle of Man,IMN,6/15/2021,107.01
Isle of Man,IMN,6/16/2021,108.07
Isle of Man,IMN,6/17/2021,109.41
Isle of Man,IMN,6/19/2021,111.29
Isle of Man,IMN,6/20/2021,112.62
Isle of Man,IMN,6/22/2021,114.52
Isle of Man,IMN,6/23/2021,115.89
Isle of Man,IMN,6/24/2021,117.42
Isle of Man,IMN,6/25/2021,118.74
Isle of Man,IMN,6/28/2021,122.61
Isle of Man,IMN,6/29/2021,123.48
Isle of Man,IMN,7/1/2021,126.22
Isle of Man,IMN,7/2/2021,127.76
Isle of Man,IMN,7/3/2021,128.22
Isle of Man,IMN,7/4/2021,128.6
Isle of Man,IMN,7/5/2021,130.02
Isle of Man,IMN,7/6/2021,130.91
Isle of Man,IMN,7/7/2021,131.82
Isle of Man,IMN,7/8/2021,132.5
Isle of Man,IMN,7/9/2021,132.9
Isle of Man,IMN,7/10/2021,133.59
Isle of Man,IMN,7/11/2021,134.29
Isle of Man,IMN,7/12/2021,135.17
Isle of Man,IMN,7/13/2021,135.91
Isle of Man,IMN,7/14/2021,137.12
Isle of Man,IMN,7/15/2021,138.39
Isle of Man,IMN,7/18/2021,139.35
Isle of Man,IMN,7/19/2021,141.16
Isle of Man,IMN,7/20/2021,141.17
Isle of Man,IMN,7/21/2021,142.33
Isle of Man,IMN,7/25/2021,142.35
Isle of Man,IMN,7/26/2021,143.26
Isle of Man,IMN,7/27/2021,144.13
Isle of Man,IMN,7/28/2021,144.95
Isle of Man,IMN,7/30/2021,145.15
Isle of Man,IMN,7/31/2021,145.77
Isle of Man,IMN,8/2/2021,146.27
Isle of Man,IMN,8/3/2021,146.78
Isle of Man,IMN,8/11/2021,147.7
Isle of Man,IMN,8/16/2021,147.71
Isle of Man,IMN,8/17/2021,147.75
Isle of Man,IMN,8/20/2021,147.77
Israel,ISR,12/19/2020,0
Israel,ISR,12/20/2020,0.09
Israel,ISR,12/21/2020,0.37
Israel,ISR,12/22/2020,0.89
Israel,ISR,12/23/2020,1.61
Israel,ISR,12/24/2020,2.46
Israel,ISR,12/25/2020,2.91
Israel,ISR,12/26/2020,3.28
Israel,ISR,12/27/2020,4.49
Israel,ISR,12/28/2020,6.05
Israel,ISR,12/29/2020,7.85
Israel,ISR,12/30/2020,9.61
Israel,ISR,12/31/2020,11.44
Israel,ISR,1/1/2021,12.26
Israel,ISR,1/2/2021,13.09
Israel,ISR,1/3/2021,14.82
Israel,ISR,1/4/2021,16.57
Israel,ISR,1/5/2021,18.02
Israel,ISR,1/6/2021,19.21
Israel,ISR,1/7/2021,20.54
Israel,ISR,1/8/2021,21.31
Israel,ISR,1/9/2021,21.82
Israel,ISR,1/10/2021,22.33
Israel,ISR,1/11/2021,22.79
Israel,ISR,1/12/2021,23.48
Israel,ISR,1/13/2021,24.74
Israel,ISR,1/14/2021,26.18
Israel,ISR,1/15/2021,26.95
Israel,ISR,1/16/2021,27.59
Israel,ISR,1/17/2021,29.35
Israel,ISR,1/18/2021,31.55
Israel,ISR,1/19/2021,33.98
Israel,ISR,1/20/2021,36.52
Israel,ISR,1/21/2021,39.22
Israel,ISR,1/22/2021,40.47
Israel,ISR,1/23/2021,41.55
Israel,ISR,1/24/2021,43.97
Israel,ISR,1/25/2021,46.51
Israel,ISR,1/26/2021,48.87
Israel,ISR,1/27/2021,51.21
Israel,ISR,1/28/2021,53.63
Israel,ISR,1/29/2021,54.8
Israel,ISR,1/30/2021,55.69
Israel,ISR,1/31/2021,57.22
Israel,ISR,2/1/2021,58.58
Israel,ISR,2/2/2021,59.75
Israel,ISR,2/3/2021,61.03
Israel,ISR,2/4/2021,62.54
Israel,ISR,2/5/2021,63.26
Israel,ISR,2/6/2021,63.76
Israel,ISR,2/7/2021,65.18
Israel,ISR,2/8/2021,66.61
Israel,ISR,2/9/2021,68.15
Israel,ISR,2/10/2021,69.79
Israel,ISR,2/11/2021,71.56
Israel,ISR,2/12/2021,72.44
Israel,ISR,2/13/2021,73.11
Israel,ISR,2/14/2021,74.77
Israel,ISR,2/15/2021,76.58
Israel,ISR,2/16/2021,78.44
Israel,ISR,2/17/2021,80.03
Israel,ISR,2/18/2021,81.74
Israel,ISR,2/19/2021,82.64
Israel,ISR,2/20/2021,83.33
Israel,ISR,2/21/2021,85.16
Israel,ISR,2/22/2021,87.07
Israel,ISR,2/23/2021,88.77
Israel,ISR,2/24/2021,90.2
Israel,ISR,2/25/2021,91.54
Israel,ISR,2/26/2021,92.21
Israel,ISR,2/27/2021,92.66
Israel,ISR,2/28/2021,93.77
Israel,ISR,3/1/2021,95
Israel,ISR,3/2/2021,96.22
Israel,ISR,3/3/2021,97.47
Israel,ISR,3/4/2021,98.84
Israel,ISR,3/5/2021,99.51
Israel,ISR,3/6/2021,99.92
Israel,ISR,3/7/2021,101.12
Israel,ISR,3/8/2021,102.28
Israel,ISR,3/9/2021,103.47
Israel,ISR,3/10/2021,104.41
Israel,ISR,3/11/2021,105.47
Israel,ISR,3/12/2021,106.08
Israel,ISR,3/13/2021,106.46
Israel,ISR,3/14/2021,107.55
Israel,ISR,3/15/2021,108.68
Israel,ISR,3/16/2021,109.72
Israel,ISR,3/17/2021,110.6
Israel,ISR,3/18/2021,111.46
Israel,ISR,3/19/2021,111.86
Israel,ISR,3/20/2021,112.09
Israel,ISR,3/21/2021,112.71
Israel,ISR,3/22/2021,113.33
Israel,ISR,3/23/2021,113.44
Israel,ISR,3/24/2021,114.1
Israel,ISR,3/25/2021,114.63
Israel,ISR,3/26/2021,114.83
Israel,ISR,3/27/2021,114.89
Israel,ISR,3/28/2021,114.97
Israel,ISR,3/29/2021,115.39
Israel,ISR,3/30/2021,115.74
Israel,ISR,3/31/2021,116.05
Israel,ISR,4/1/2021,116.36
Israel,ISR,4/2/2021,116.48
Israel,ISR,4/3/2021,116.53
Israel,ISR,4/4/2021,116.9
Israel,ISR,4/5/2021,117.27
Israel,ISR,4/6/2021,117.56
Israel,ISR,4/7/2021,117.83
Israel,ISR,4/8/2021,118.13
Israel,ISR,4/9/2021,118.24
Israel,ISR,4/10/2021,118.3
Israel,ISR,4/11/2021,118.56
Israel,ISR,4/12/2021,118.82
Israel,ISR,4/13/2021,118.94
Israel,ISR,4/14/2021,119.03
Israel,ISR,4/15/2021,119.04
Israel,ISR,4/16/2021,119.16
Israel,ISR,4/17/2021,119.19
Israel,ISR,4/18/2021,119.35
Israel,ISR,4/19/2021,119.5
Israel,ISR,4/20/2021,119.65
Israel,ISR,4/21/2021,119.8
Israel,ISR,4/22/2021,119.95
Israel,ISR,4/23/2021,120.02
Israel,ISR,4/24/2021,120.04
Israel,ISR,4/25/2021,120.18
Israel,ISR,4/26/2021,120.33
Israel,ISR,4/27/2021,120.45
Israel,ISR,4/28/2021,120.58
Israel,ISR,4/29/2021,120.71
Israel,ISR,4/30/2021,120.77
Israel,ISR,5/1/2021,120.78
Israel,ISR,5/2/2021,120.89
Israel,ISR,5/3/2021,120.99
Israel,ISR,5/4/2021,121.08
Israel,ISR,5/5/2021,121.16
Israel,ISR,5/6/2021,121.24
Israel,ISR,5/7/2021,121.28
Israel,ISR,5/8/2021,121.29
Israel,ISR,5/9/2021,121.38
Israel,ISR,5/10/2021,121.46
Israel,ISR,5/11/2021,121.53
Israel,ISR,5/12/2021,121.59
Israel,ISR,5/13/2021,121.65
Israel,ISR,5/14/2021,121.67
Israel,ISR,5/15/2021,121.68
Israel,ISR,5/16/2021,121.69
Israel,ISR,5/17/2021,121.71
Israel,ISR,5/18/2021,121.78
Israel,ISR,5/19/2021,121.86
Israel,ISR,5/20/2021,121.93
Israel,ISR,5/21/2021,121.95
Israel,ISR,5/22/2021,121.96
Israel,ISR,5/23/2021,122.02
Israel,ISR,5/24/2021,122.08
Israel,ISR,5/25/2021,122.13
Israel,ISR,5/26/2021,122.17
Israel,ISR,5/27/2021,122.23
Israel,ISR,5/28/2021,122.25
Israel,ISR,5/29/2021,122.25
Israel,ISR,5/30/2021,122.29
Israel,ISR,5/31/2021,122.33
Israel,ISR,6/1/2021,122.36
Israel,ISR,6/2/2021,122.4
Israel,ISR,6/3/2021,122.43
Israel,ISR,6/4/2021,122.45
Israel,ISR,6/5/2021,122.45
Israel,ISR,6/6/2021,122.51
Israel,ISR,6/7/2021,122.56
Israel,ISR,6/8/2021,122.62
Israel,ISR,6/9/2021,122.67
Israel,ISR,6/10/2021,122.72
Israel,ISR,6/11/2021,122.74
Israel,ISR,6/12/2021,122.74
Israel,ISR,6/13/2021,122.79
Israel,ISR,6/14/2021,122.84
Israel,ISR,6/15/2021,122.89
Israel,ISR,6/16/2021,122.93
Israel,ISR,6/17/2021,122.97
Israel,ISR,6/18/2021,122.99
Israel,ISR,6/19/2021,122.99
Israel,ISR,6/20/2021,123.04
Israel,ISR,6/21/2021,123.11
Israel,ISR,6/22/2021,123.2
Israel,ISR,6/23/2021,123.34
Israel,ISR,6/24/2021,123.49
Israel,ISR,6/25/2021,123.58
Israel,ISR,6/26/2021,123.6
Israel,ISR,6/27/2021,123.8
Israel,ISR,6/28/2021,124
Israel,ISR,6/29/2021,124.24
Israel,ISR,6/30/2021,124.46
Israel,ISR,7/1/2021,124.69
Israel,ISR,7/2/2021,124.82
Israel,ISR,7/3/2021,124.85
Israel,ISR,7/4/2021,125.09
Israel,ISR,7/5/2021,125.33
Israel,ISR,7/6/2021,125.57
Israel,ISR,7/7/2021,125.78
Israel,ISR,7/8/2021,126
Israel,ISR,7/9/2021,126.14
Israel,ISR,7/10/2021,126.2
Israel,ISR,7/11/2021,126.25
Israel,ISR,7/12/2021,126.32
Israel,ISR,7/13/2021,126.41
Israel,ISR,7/14/2021,126.53
Israel,ISR,7/15/2021,126.68
Israel,ISR,7/16/2021,126.76
Israel,ISR,7/17/2021,126.77
Israel,ISR,7/18/2021,126.91
Israel,ISR,7/19/2021,127.08
Israel,ISR,7/20/2021,127.25
Israel,ISR,7/21/2021,127.42
Israel,ISR,7/22/2021,127.6
Israel,ISR,7/23/2021,127.72
Israel,ISR,7/24/2021,127.74
Israel,ISR,7/25/2021,127.97
Israel,ISR,7/26/2021,128.19
Israel,ISR,7/27/2021,128.41
Israel,ISR,7/28/2021,128.6
Israel,ISR,7/29/2021,128.82
Israel,ISR,7/30/2021,129.02
Israel,ISR,7/31/2021,129.15
Israel,ISR,8/1/2021,129.57
Israel,ISR,8/2/2021,130.32
Israel,ISR,8/3/2021,131.3
Israel,ISR,8/4/2021,132.31
Israel,ISR,8/5/2021,133.42
Israel,ISR,8/6/2021,133.98
Israel,ISR,8/7/2021,134.31
Israel,ISR,8/8/2021,135.33
Israel,ISR,8/9/2021,136.3
Israel,ISR,8/10/2021,137.27
Israel,ISR,8/11/2021,138.09
Israel,ISR,8/12/2021,138.89
Israel,ISR,8/13/2021,139.46
Israel,ISR,8/14/2021,140.01
Israel,ISR,8/15/2021,141.27
Israel,ISR,8/16/2021,142.43
Israel,ISR,8/17/2021,143.53
Israel,ISR,8/18/2021,144.47
Israel,ISR,8/19/2021,145.4
Israel,ISR,8/20/2021,146.12
Italy,ITA,12/27/2020,0.01
Italy,ITA,12/28/2020,0.01
Italy,ITA,12/29/2020,0.02
Italy,ITA,12/30/2020,0.02
Italy,ITA,12/31/2020,0.07
Italy,ITA,1/1/2021,0.08
Italy,ITA,1/2/2021,0.15
Italy,ITA,1/3/2021,0.21
Italy,ITA,1/4/2021,0.32
Italy,ITA,1/5/2021,0.45
Italy,ITA,1/6/2021,0.56
Italy,ITA,1/7/2021,0.72
Italy,ITA,1/8/2021,0.88
Italy,ITA,1/9/2021,1.02
Italy,ITA,1/10/2021,1.12
Italy,ITA,1/11/2021,1.26
Italy,ITA,1/12/2021,1.39
Italy,ITA,1/13/2021,1.55
Italy,ITA,1/14/2021,1.71
Italy,ITA,1/15/2021,1.86
Italy,ITA,1/16/2021,1.96
Italy,ITA,1/17/2021,2.03
Italy,ITA,1/18/2021,2.1
Italy,ITA,1/19/2021,2.15
Italy,ITA,1/20/2021,2.21
Italy,ITA,1/21/2021,2.26
Italy,ITA,1/22/2021,2.31
Italy,ITA,1/23/2021,2.37
Italy,ITA,1/24/2021,2.43
Italy,ITA,1/25/2021,2.54
Italy,ITA,1/26/2021,2.68
Italy,ITA,1/27/2021,2.8
Italy,ITA,1/28/2021,2.95
Italy,ITA,1/29/2021,3.11
Italy,ITA,1/30/2021,3.26
Italy,ITA,1/31/2021,3.36
Italy,ITA,2/1/2021,3.5
Italy,ITA,2/2/2021,3.65
Italy,ITA,2/3/2021,3.81
Italy,ITA,2/4/2021,3.99
Italy,ITA,2/5/2021,4.17
Italy,ITA,2/6/2021,4.3
Italy,ITA,2/7/2021,4.37
Italy,ITA,2/8/2021,4.48
Italy,ITA,2/9/2021,4.59
Italy,ITA,2/10/2021,4.71
Italy,ITA,2/11/2021,4.83
Italy,ITA,2/12/2021,4.96
Italy,ITA,2/13/2021,5.04
Italy,ITA,2/14/2021,5.09
Italy,ITA,2/15/2021,5.2
Italy,ITA,2/16/2021,5.31
Italy,ITA,2/17/2021,5.45
Italy,ITA,2/18/2021,5.6
Italy,ITA,2/19/2021,5.75
Italy,ITA,2/20/2021,5.88
Italy,ITA,2/21/2021,5.96
Italy,ITA,2/22/2021,6.14
Italy,ITA,2/23/2021,6.32
Italy,ITA,2/24/2021,6.52
Italy,ITA,2/25/2021,6.73
Italy,ITA,2/26/2021,6.96
Italy,ITA,2/27/2021,7.17
Italy,ITA,2/28/2021,7.3
Italy,ITA,3/1/2021,7.52
Italy,ITA,3/2/2021,7.79
Italy,ITA,3/3/2021,8.1
Italy,ITA,3/4/2021,8.43
Italy,ITA,3/5/2021,8.77
Italy,ITA,3/6/2021,9.07
Italy,ITA,3/7/2021,9.24
Italy,ITA,3/8/2021,9.54
Italy,ITA,3/9/2021,9.86
Italy,ITA,3/10/2021,10.22
Italy,ITA,3/11/2021,10.59
Italy,ITA,3/12/2021,10.94
Italy,ITA,3/13/2021,11.23
Italy,ITA,3/14/2021,11.41
Italy,ITA,3/15/2021,11.7
Italy,ITA,3/16/2021,11.93
Italy,ITA,3/17/2021,12.21
Italy,ITA,3/18/2021,12.48
Italy,ITA,3/19/2021,12.77
Italy,ITA,3/20/2021,13.06
Italy,ITA,3/21/2021,13.28
Italy,ITA,3/22/2021,13.6
Italy,ITA,3/23/2021,13.98
Italy,ITA,3/24/2021,14.4
Italy,ITA,3/25/2021,14.85
Italy,ITA,3/26/2021,15.3
Italy,ITA,3/27/2021,15.7
Italy,ITA,3/28/2021,15.97
Italy,ITA,3/29/2021,16.37
Italy,ITA,3/30/2021,16.82
Italy,ITA,3/31/2021,17.33
Italy,ITA,4/1/2021,17.8
Italy,ITA,4/2/2021,18.27
Italy,ITA,4/3/2021,18.65
Italy,ITA,4/4/2021,18.81
Italy,ITA,4/5/2021,19.09
Italy,ITA,4/6/2021,19.57
Italy,ITA,4/7/2021,20.12
Italy,ITA,4/8/2021,20.68
Italy,ITA,4/9/2021,21.23
Italy,ITA,4/10/2021,21.76
Italy,ITA,4/11/2021,22.1
Italy,ITA,4/12/2021,22.54
Italy,ITA,4/13/2021,23.02
Italy,ITA,4/14/2021,23.55
Italy,ITA,4/15/2021,24.13
Italy,ITA,4/16/2021,24.76
Italy,ITA,4/17/2021,25.36
Italy,ITA,4/18/2021,25.76
Italy,ITA,4/19/2021,26.28
Italy,ITA,4/20/2021,26.83
Italy,ITA,4/21/2021,27.45
Italy,ITA,4/22/2021,28.11
Italy,ITA,4/23/2021,28.78
Italy,ITA,4/24/2021,29.42
Italy,ITA,4/25/2021,29.86
Italy,ITA,4/26/2021,30.43
Italy,ITA,4/27/2021,31.05
Italy,ITA,4/28/2021,31.73
Italy,ITA,4/29/2021,32.61
Italy,ITA,4/30/2021,33.48
Italy,ITA,5/1/2021,34.2
Italy,ITA,5/2/2021,34.81
Italy,ITA,5/3/2021,35.49
Italy,ITA,5/4/2021,36.24
Italy,ITA,5/5/2021,37.05
Italy,ITA,5/6/2021,37.91
Italy,ITA,5/7/2021,38.81
Italy,ITA,5/8/2021,39.66
Italy,ITA,5/9/2021,40.3
Italy,ITA,5/10/2021,41.03
Italy,ITA,5/11/2021,41.78
Italy,ITA,5/12/2021,42.58
Italy,ITA,5/13/2021,43.46
Italy,ITA,5/14/2021,44.38
Italy,ITA,5/15/2021,45.28
Italy,ITA,5/16/2021,45.96
Italy,ITA,5/17/2021,46.73
Italy,ITA,5/18/2021,47.51
Italy,ITA,5/19/2021,48.32
Italy,ITA,5/20/2021,49.23
Italy,ITA,5/21/2021,50.18
Italy,ITA,5/22/2021,51.04
Italy,ITA,5/23/2021,51.71
Italy,ITA,5/24/2021,52.48
Italy,ITA,5/25/2021,53.27
Italy,ITA,5/26/2021,54.15
Italy,ITA,5/27/2021,55.12
Italy,ITA,5/28/2021,56.11
Italy,ITA,5/29/2021,56.98
Italy,ITA,5/30/2021,57.64
Italy,ITA,5/31/2021,58.43
Italy,ITA,6/1/2021,59.21
Italy,ITA,6/2/2021,59.89
Italy,ITA,6/3/2021,60.88
Italy,ITA,6/4/2021,61.93
Italy,ITA,6/5/2021,62.95
Italy,ITA,6/6/2021,63.8
Italy,ITA,6/7/2021,64.74
Italy,ITA,6/8/2021,65.7
Italy,ITA,6/9/2021,66.69
Italy,ITA,6/10/2021,67.73
Italy,ITA,6/11/2021,68.76
Italy,ITA,6/12/2021,69.7
Italy,ITA,6/13/2021,70.42
Italy,ITA,6/14/2021,71.3
Italy,ITA,6/15/2021,72.19
Italy,ITA,6/16/2021,73.11
Italy,ITA,6/17/2021,74.11
Italy,ITA,6/18/2021,75.12
Italy,ITA,6/19/2021,76.04
Italy,ITA,6/20/2021,76.77
Italy,ITA,6/21/2021,77.69
Italy,ITA,6/22/2021,78.64
Italy,ITA,6/23/2021,79.58
Italy,ITA,6/24/2021,80.59
Italy,ITA,6/25/2021,81.61
Italy,ITA,6/26/2021,82.52
Italy,ITA,6/27/2021,83.24
Italy,ITA,6/28/2021,84.16
Italy,ITA,6/29/2021,85.09
Italy,ITA,6/30/2021,86.04
Italy,ITA,7/1/2021,86.98
Italy,ITA,7/2/2021,87.9
Italy,ITA,7/3/2021,88.77
Italy,ITA,7/4/2021,89.46
Italy,ITA,7/5/2021,90.35
Italy,ITA,7/6/2021,91.24
Italy,ITA,7/7/2021,92.15
Italy,ITA,7/8/2021,93.11
Italy,ITA,7/9/2021,94.1
Italy,ITA,7/10/2021,95.04
Italy,ITA,7/11/2021,95.72
Italy,ITA,7/12/2021,96.66
Italy,ITA,7/13/2021,97.6
Italy,ITA,7/14/2021,98.54
Italy,ITA,7/15/2021,99.56
Italy,ITA,7/16/2021,100.54
Italy,ITA,7/17/2021,101.43
Italy,ITA,7/18/2021,102.16
Italy,ITA,7/19/2021,103.11
Italy,ITA,7/20/2021,104.05
Italy,ITA,7/21/2021,105.01
Italy,ITA,7/22/2021,106.01
Italy,ITA,7/23/2021,106.98
Italy,ITA,7/24/2021,107.8
Italy,ITA,7/25/2021,108.4
Italy,ITA,7/26/2021,109.33
Italy,ITA,7/27/2021,110.28
Italy,ITA,7/28/2021,111.16
Italy,ITA,7/29/2021,112.05
Italy,ITA,7/30/2021,112.9
Italy,ITA,7/31/2021,113.62
Italy,ITA,8/1/2021,114.1
Italy,ITA,8/2/2021,114.88
Italy,ITA,8/3/2021,115.65
Italy,ITA,8/4/2021,116.43
Italy,ITA,8/5/2021,117.19
Italy,ITA,8/6/2021,117.91
Italy,ITA,8/7/2021,118.48
Italy,ITA,8/8/2021,118.91
Italy,ITA,8/9/2021,119.58
Italy,ITA,8/10/2021,120.2
Italy,ITA,8/11/2021,120.79
Italy,ITA,8/12/2021,121.34
Italy,ITA,8/13/2021,121.83
Italy,ITA,8/14/2021,122.04
Italy,ITA,8/15/2021,122.13
Italy,ITA,8/16/2021,122.51
Italy,ITA,8/17/2021,122.92
Italy,ITA,8/18/2021,123.35
Italy,ITA,8/19/2021,123.74
Italy,ITA,8/20/2021,124.11
Jamaica,JAM,3/9/2021,0
Jamaica,JAM,3/14/2021,0.41
Jamaica,JAM,3/16/2021,0.54
Jamaica,JAM,3/25/2021,1.11
Jamaica,JAM,4/1/2021,1.42
Jamaica,JAM,4/6/2021,1.48
Jamaica,JAM,4/7/2021,1.61
Jamaica,JAM,4/13/2021,4.57
Jamaica,JAM,5/14/2021,5.17
Jamaica,JAM,5/21/2021,5.56
Jamaica,JAM,5/28/2021,6.01
Jamaica,JAM,6/4/2021,6.01
Jamaica,JAM,6/11/2021,6.56
Jamaica,JAM,6/25/2021,8.44
Jamaica,JAM,7/9/2021,9.74
Jamaica,JAM,7/13/2021,9.81
Jamaica,JAM,7/16/2021,10
Jamaica,JAM,7/23/2021,10.16
Jamaica,JAM,8/6/2021,12.49
Jamaica,JAM,8/13/2021,13.21
Jamaica,JAM,8/20/2021,14.2
Japan,JPN,2/17/2021,0
Japan,JPN,2/18/2021,0
Japan,JPN,2/19/2021,0
Japan,JPN,2/22/2021,0.01
Japan,JPN,2/24/2021,0.01
Japan,JPN,2/25/2021,0.02
Japan,JPN,2/26/2021,0.02
Japan,JPN,3/1/2021,0.03
Japan,JPN,3/2/2021,0.03
Japan,JPN,3/3/2021,0.03
Japan,JPN,3/4/2021,0.03
Japan,JPN,3/5/2021,0.04
Japan,JPN,3/8/2021,0.06
Japan,JPN,3/9/2021,0.09
Japan,JPN,3/10/2021,0.12
Japan,JPN,3/11/2021,0.14
Japan,JPN,3/12/2021,0.18
Japan,JPN,3/15/2021,0.23
Japan,JPN,3/16/2021,0.28
Japan,JPN,3/17/2021,0.35
Japan,JPN,3/18/2021,0.4
Japan,JPN,3/19/2021,0.46
Japan,JPN,3/22/2021,0.52
Japan,JPN,3/23/2021,0.55
Japan,JPN,3/24/2021,0.59
Japan,JPN,3/25/2021,0.61
Japan,JPN,3/26/2021,0.65
Japan,JPN,3/29/2021,0.7
Japan,JPN,3/30/2021,0.75
Japan,JPN,3/31/2021,0.79
Japan,JPN,4/1/2021,0.83
Japan,JPN,4/2/2021,0.87
Japan,JPN,4/5/2021,0.95
Japan,JPN,4/6/2021,1.02
Japan,JPN,4/7/2021,1.1
Japan,JPN,4/8/2021,1.18
Japan,JPN,4/9/2021,1.26
Japan,JPN,4/12/2021,1.34
Japan,JPN,4/13/2021,1.39
Japan,JPN,4/14/2021,1.43
Japan,JPN,4/15/2021,1.48
Japan,JPN,4/16/2021,1.54
Japan,JPN,4/17/2021,1.55
Japan,JPN,4/18/2021,1.56
Japan,JPN,4/19/2021,1.68
Japan,JPN,4/20/2021,1.82
Japan,JPN,4/21/2021,2
Japan,JPN,4/22/2021,2.16
Japan,JPN,4/23/2021,2.35
Japan,JPN,4/24/2021,2.39
Japan,JPN,4/25/2021,2.41
Japan,JPN,4/26/2021,2.67
Japan,JPN,4/27/2021,2.9
Japan,JPN,4/28/2021,3.16
Japan,JPN,4/29/2021,3.18
Japan,JPN,4/30/2021,3.45
Japan,JPN,5/1/2021,3.49
Japan,JPN,5/2/2021,3.51
Japan,JPN,5/3/2021,3.51
Japan,JPN,5/4/2021,3.52
Japan,JPN,5/5/2021,3.53
Japan,JPN,5/6/2021,3.83
Japan,JPN,5/7/2021,3.99
Japan,JPN,5/8/2021,4.04
Japan,JPN,5/9/2021,4.11
Japan,JPN,5/10/2021,4.39
Japan,JPN,5/11/2021,4.65
Japan,JPN,5/12/2021,4.96
Japan,JPN,5/13/2021,5.29
Japan,JPN,5/14/2021,5.63
Japan,JPN,5/15/2021,5.76
Japan,JPN,5/16/2021,5.93
Japan,JPN,5/17/2021,6.41
Japan,JPN,5/18/2021,6.85
Japan,JPN,5/19/2021,7.36
Japan,JPN,5/20/2021,7.78
Japan,JPN,5/21/2021,8.23
Japan,JPN,5/22/2021,8.49
Japan,JPN,5/23/2021,8.77
Japan,JPN,5/24/2021,9.39
Japan,JPN,5/25/2021,9.91
Japan,JPN,5/26/2021,10.48
Japan,JPN,5/27/2021,11.06
Japan,JPN,5/28/2021,11.63
Japan,JPN,5/29/2021,12.05
Japan,JPN,5/30/2021,12.47
Japan,JPN,5/31/2021,13.17
Japan,JPN,6/1/2021,13.89
Japan,JPN,6/2/2021,14.64
Japan,JPN,6/3/2021,15.38
Japan,JPN,6/4/2021,16.1
Japan,JPN,6/5/2021,16.68
Japan,JPN,6/6/2021,17.26
Japan,JPN,6/7/2021,18.11
Japan,JPN,6/8/2021,18.98
Japan,JPN,6/9/2021,19.87
Japan,JPN,6/10/2021,20.74
Japan,JPN,6/11/2021,21.6
Japan,JPN,6/12/2021,22.33
Japan,JPN,6/13/2021,23.04
Japan,JPN,6/14/2021,24
Japan,JPN,6/15/2021,24.96
Japan,JPN,6/16/2021,25.95
Japan,JPN,6/17/2021,26.95
Japan,JPN,6/18/2021,27.9
Japan,JPN,6/19/2021,28.75
Japan,JPN,6/20/2021,29.6
Japan,JPN,6/21/2021,30.65
Japan,JPN,6/22/2021,31.72
Japan,JPN,6/23/2021,32.81
Japan,JPN,6/24/2021,33.89
Japan,JPN,6/25/2021,34.97
Japan,JPN,6/26/2021,35.96
Japan,JPN,6/27/2021,36.95
Japan,JPN,6/28/2021,38.05
Japan,JPN,6/29/2021,39.17
Japan,JPN,6/30/2021,40.3
Japan,JPN,7/1/2021,41.24
Japan,JPN,7/2/2021,42.14
Japan,JPN,7/3/2021,43.2
Japan,JPN,7/4/2021,44.2
Japan,JPN,7/5/2021,45.34
Japan,JPN,7/6/2021,46.51
Japan,JPN,7/7/2021,47.66
Japan,JPN,7/8/2021,48.81
Japan,JPN,7/9/2021,49.95
Japan,JPN,7/10/2021,51.1
Japan,JPN,7/11/2021,52.1
Japan,JPN,7/12/2021,53.18
Japan,JPN,7/13/2021,54.26
Japan,JPN,7/14/2021,55.33
Japan,JPN,7/15/2021,56.37
Japan,JPN,7/16/2021,57.41
Japan,JPN,7/17/2021,58.46
Japan,JPN,7/18/2021,59.41
Japan,JPN,7/19/2021,60.22
Japan,JPN,7/20/2021,61.23
Japan,JPN,7/21/2021,62.21
Japan,JPN,7/22/2021,62.64
Japan,JPN,7/23/2021,62.97
Japan,JPN,7/24/2021,63.85
Japan,JPN,7/25/2021,64.66
Japan,JPN,7/26/2021,65.62
Japan,JPN,7/27/2021,66.59
Japan,JPN,7/28/2021,67.56
Japan,JPN,7/29/2021,68.5
Japan,JPN,7/30/2021,69.44
Japan,JPN,7/31/2021,70.43
